log_id,user_id,session_id,timestamp,date,country,city,device_type,browser,service_name,request_type,traffic_source,campaign_name,campaign_type,customer_segment,subscription_type,engagement_score,time_on_page_seconds,pages_visited,bounce_rate,demo_requested,event_registered,ai_assistant_used,sale_confirmed,revenue,profit,customer_value,service_rating,renewal_status,response_time_ms,response_code,error_flag,sales_target
296936,U296936,S666685,2026-02-18 05:50:12,2026-02-18,Kenya,Nairobi,Tablet,Chrome,AI Cyber Assistant,Schedule Demo,Direct,SME Security Awareness,Referral Campaign,SME,Enterprise,95,865,6,0.71,1,0,0,0,0,0.0,2200,4.0,At Risk,730,301,1,5458.28
338783,U338783,S242007,2026-04-13 19:40:52,2026-04-13,Namibia,Swakopmund,Tablet,Edge,AI Cyber Assistant,Product Inquiry,LinkedIn Ads,AI Assistant Webinar,Social Media,Financial Institution,Enterprise,37,553,1,0.45,0,0,1,0,0,0.0,790,2.0,Not Applicable,833,400,1,7140.9
300587,U300587,S952197,2026-03-07 13:14:04,2026-03-07,Ghana,Accra,Mobile,Firefox,AI Cyber Assistant,AI Assistant Query,Facebook,Banking Cyber Resilience,Search Ads,Large Enterprise,Free Trial,28,324,14,0.12,0,0,1,0,0,0.0,1260,3.4,Not Applicable,100,200,0,8616.28
162798,U162798,S867817,2026-02-09 16:47:55,2026-02-09,Namibia,Windhoek,Mobile,Safari,Digital Infrastructure Prototyping,Event Registration,Facebook,Banking Cyber Resilience,Referral Campaign,Government Agency,Professional,26,719,11,0.22,1,1,0,0,0,0.0,1070,2.2,Not Applicable,784,500,1,18883.07
309308,U309308,S602192,2026-04-03 00:38:16,2026-04-03,Kenya,Mombasa,Laptop,Safari,AI Cyber Assistant,Schedule Demo,Referral,AI Assistant Webinar,Email Campaign,Government Agency,Basic,99,349,4,0.4,1,1,0,1,8710,2298.99,10890,3.4,Renewed,808,404,1,5874.51
172863,U172863,S957191,2026-03-26 00:27:24,2026-03-26,Zimbabwe,Harare,Mobile,Firefox,Automated Risk Assessment,Pricing Request,Direct,Threat Monitoring Promo,Awareness Campaign,Government Agency,Enterprise,89,864,11,0.6,0,0,0,1,11563,4778.34,13893,3.7,At Risk,641,200,0,12599.01
347314,U347314,S853479,2026-02-12 19:11:48,2026-02-12,Zambia,Lusaka,Laptop,Chrome,Digital Infrastructure Prototyping,Event Registration,Google Ads,Government Digital Safety,Email Campaign,Government Agency,Basic,63,522,14,0.38,0,1,0,1,20811,6782.81,22771,2.5,At Risk,797,200,0,20906.19
108768,U108768,S151059,2026-03-27 21:45:08,2026-03-27,Nigeria,Lagos,Laptop,Chrome,Real-Time Threat Monitoring,Pricing Request,Referral,SME Security Awareness,Referral Campaign,Large Enterprise,Professional,96,274,14,0.25,0,0,0,0,0,0.0,2620,2.9,Renewed,1007,200,0,14189.1
16634,U016634,S298744,2026-05-12 05:50:25,2026-05-12,Mozambique,Maputo,Mobile,Safari,Automated Risk Assessment,Technical Support,LinkedIn Ads,Government Digital Safety,Webinar,SME,Free Trial,30,677,14,0.32,0,0,1,0,0,0.0,1300,1.9,Not Applicable,540,301,1,12137.06
359254,U359254,S939996,2026-05-11 02:34:00,2026-05-11,Zimbabwe,Harare,Desktop,Safari,AI Cyber Assistant,Event Registration,Facebook,AI Assistant Webinar,Awareness Campaign,Financial Institution,Professional,45,80,10,0.07,0,1,1,1,9097,3488.8,10497,4.5,Renewed,750,403,1,8623.52
134827,U134827,S693865,2026-01-14 07:00:51,2026-01-14,Kenya,Nairobi,Desktop,Firefox,Predictive System Maintenance,Event Registration,LinkedIn Ads,SME Security Awareness,Referral Campaign,SME,Free Trial,100,348,9,0.43,0,1,1,0,0,0.0,2450,4.4,Not Applicable,1088,200,0,20592.36
257641,U257641,S257913,2026-05-13 22:33:34,2026-05-13,South Africa,Johannesburg,Mobile,Edge,Digital Infrastructure Prototyping,Pricing Request,LinkedIn Ads,AI Assistant Webinar,Referral Campaign,SME,Basic,28,882,10,0.75,0,0,0,0,0,0.0,1060,3.2,At Risk,911,301,1,23229.82
453553,U453553,S515734,2026-04-27 12:49:24,2026-04-27,Kenya,Nairobi,Laptop,Chrome,Automated Risk Assessment,Technical Support,Organic Search,Government Digital Safety,Search Ads,Large Enterprise,Enterprise,42,565,12,0.1,0,0,0,0,0,0.0,1440,3.3,Pending,743,403,1,11512.39
133431,U133431,S949922,2026-03-20 12:00:56,2026-03-20,Mozambique,Maputo,Desktop,Safari,AI Cyber Assistant,Product Inquiry,Facebook,Banking Cyber Resilience,Awareness Campaign,SME,Enterprise,49,280,7,0.32,1,0,0,0,0,0.0,1330,3.7,At Risk,743,200,0,8761.47
206827,U206827,S649031,2026-05-03 07:37:34,2026-05-03,South Africa,Pretoria,Laptop,Chrome,Digital Infrastructure Prototyping,Event Registration,Organic Search,Banking Cyber Resilience,Awareness Campaign,Financial Institution,Free Trial,36,322,1,0.63,0,1,0,0,0,0.0,770,1.9,Not Applicable,605,403,1,19378.44
110499,U110499,S666936,2026-04-26 14:03:42,2026-04-26,Mozambique,Maputo,Mobile,Firefox,Real-Time Threat Monitoring,AI Assistant Query,Email Campaign,SME Security Awareness,Social Media,Large Enterprise,Basic,23,496,3,0.81,0,0,1,0,0,0.0,610,2.2,Renewed,602,200,0,15335.65
73788,U073788,S130968,2026-02-28 17:21:36,2026-02-28,Mozambique,Beira,Laptop,Chrome,Digital Infrastructure Prototyping,AI Assistant Query,Referral,CyberShield Launch,Webinar,Technology Partner,Free Trial,39,768,14,0.15,0,0,1,0,0,0.0,1480,1.8,Not Applicable,462,500,1,16240.69
208729,U208729,S461617,2026-01-03 13:29:47,2026-01-03,Zimbabwe,Harare,Mobile,Chrome,Automated Risk Assessment,Product Inquiry,Email Campaign,SME Security Awareness,Webinar,Large Enterprise,Basic,97,682,9,0.12,0,0,0,0,0,0.0,2390,3.8,Pending,260,500,1,7890.98
472215,U472215,S394346,2026-02-01 16:33:35,2026-02-01,Botswana,Gaborone,Desktop,Edge,Predictive System Maintenance,Event Registration,LinkedIn Ads,CyberShield Launch,Email Campaign,Financial Institution,Enterprise,40,396,12,0.16,0,1,1,0,0,0.0,1400,3.5,At Risk,439,301,1,13060.06
236824,U236824,S397794,2026-03-24 03:54:16,2026-03-24,Rwanda,Kigali,Desktop,Firefox,Real-Time Threat Monitoring,Technical Support,Facebook,Banking Cyber Resilience,Email Campaign,Technology Partner,Basic,29,571,14,0.67,0,0,0,0,0,0.0,1280,3.4,Not Applicable,501,403,1,12590.73
314869,U314869,S252861,2026-01-24 00:42:20,2026-01-24,Zambia,Lusaka,Mobile,Chrome,AI Cyber Assistant,Product Inquiry,Facebook,AI Assistant Webinar,Referral Campaign,SME,Enterprise,52,478,13,0.16,0,0,1,1,7341,3454.23,9031,4.8,Pending,608,400,1,8094.69
54982,U054982,S758415,2026-02-14 21:42:16,2026-02-14,South Africa,Durban,Laptop,Safari,Automated Risk Assessment,Technical Support,Email Campaign,SME Security Awareness,Social Media,Government Agency,Professional,31,131,7,0.79,0,0,0,0,0,0.0,970,3.5,Renewed,404,200,0,7480.85
49331,U049331,S577240,2026-05-03 16:51:53,2026-05-03,Zambia,Ndola,Mobile,Safari,Automated Risk Assessment,Schedule Demo,Organic Search,AI Assistant Webinar,Referral Campaign,Financial Institution,Free Trial,62,187,6,0.37,1,0,0,1,9519,5082.87,11059,3.1,Not Applicable,628,200,0,9073.0
406838,U406838,S291151,2026-01-28 14:00:56,2026-01-28,Ghana,Kumasi,Tablet,Firefox,Real-Time Threat Monitoring,Schedule Demo,Referral,Banking Cyber Resilience,Social Media,SME,Professional,100,369,4,0.31,1,0,0,0,0,0.0,2200,1.7,At Risk,935,200,0,15141.16
119312,U119312,S970848,2026-01-17 10:35:35,2026-01-17,Ghana,Accra,Laptop,Firefox,Real-Time Threat Monitoring,Technical Support,Referral,CyberShield Launch,Search Ads,Technology Partner,Free Trial,22,60,9,0.55,0,0,0,0,0,0.0,890,2.9,Not Applicable,402,400,1,16017.79
250752,U250752,S785057,2026-03-15 18:32:50,2026-03-15,Mozambique,Beira,Desktop,Firefox,Automated Risk Assessment,Pricing Request,Google Ads,Threat Monitoring Promo,Awareness Campaign,SME,Professional,43,726,6,0.13,0,0,0,0,0,0.0,1160,3.8,At Risk,238,404,1,11555.9
255895,U255895,S894690,2026-03-12 14:22:28,2026-03-12,Nigeria,Abuja,Laptop,Firefox,Digital Infrastructure Prototyping,Pricing Request,Direct,SME Security Awareness,Awareness Campaign,Technology Partner,Professional,90,319,14,0.6,0,0,1,1,20790,7492.4,23290,2.9,At Risk,883,301,1,22349.58
172762,U172762,S792167,2026-03-16 16:02:50,2026-03-16,Zambia,Ndola,Tablet,Firefox,Digital Infrastructure Prototyping,Event Registration,Direct,Government Digital Safety,Search Ads,Technology Partner,Free Trial,59,304,12,0.48,0,1,0,0,0,0.0,1780,3.5,Not Applicable,458,403,1,22170.48
415434,U415434,S716258,2026-02-21 02:44:39,2026-02-21,Nigeria,Abuja,Desktop,Edge,Automated Risk Assessment,Technical Support,Organic Search,CyberShield Launch,Social Media,Technology Partner,Professional,44,324,4,0.85,0,1,0,0,0,0.0,1080,2.4,At Risk,973,301,1,10231.62
412606,U412606,S382252,2026-03-09 22:50:23,2026-03-09,Zimbabwe,Bulawayo,Mobile,Firefox,Predictive System Maintenance,Product Inquiry,Facebook,SME Security Awareness,Social Media,Technology Partner,Basic,59,778,4,0.09,0,1,0,0,0,0.0,1380,2.4,Not Applicable,614,200,0,19366.6
339717,U339717,S315593,2026-03-30 04:08:01,2026-03-30,Botswana,Maun,Desktop,Chrome,Predictive System Maintenance,AI Assistant Query,Email Campaign,SME Security Awareness,Search Ads,Technology Partner,Free Trial,40,721,7,0.5,0,0,1,0,0,0.0,1150,2.8,Not Applicable,1426,500,1,19711.6
78927,U078927,S640796,2026-02-21 15:17:51,2026-02-21,Nigeria,Lagos,Laptop,Firefox,AI Cyber Assistant,Schedule Demo,Referral,CyberShield Launch,Awareness Campaign,Technology Partner,Professional,50,702,9,0.49,1,0,1,0,0,0.0,1450,2.8,At Risk,793,200,0,7115.61
153554,U153554,S860534,2026-04-18 16:21:48,2026-04-18,Kenya,Nairobi,Desktop,Chrome,AI Cyber Assistant,Product Inquiry,Organic Search,Government Digital Safety,Webinar,Large Enterprise,Free Trial,37,824,12,0.31,0,0,0,0,0,0.0,1340,2.4,Not Applicable,601,403,1,5534.58
293383,U293383,S790843,2026-02-08 12:57:33,2026-02-08,Nigeria,Lagos,Tablet,Chrome,Predictive System Maintenance,Product Inquiry,Organic Search,Government Digital Safety,Awareness Campaign,SME,Free Trial,45,322,10,0.83,0,0,0,0,0,0.0,1400,2.5,Not Applicable,274,200,0,15337.91
99011,U099011,S679728,2026-01-03 16:15:05,2026-01-03,Rwanda,Kigali,Tablet,Edge,Automated Risk Assessment,AI Assistant Query,Direct,CyberShield Launch,Search Ads,SME,Professional,49,38,8,0.66,0,0,1,0,0,0.0,1380,2.9,Pending,419,400,1,10279.62
247077,U247077,S329953,2026-02-10 19:19:10,2026-02-10,Botswana,Palapye,Mobile,Chrome,Real-Time Threat Monitoring,Technical Support,Direct,CyberShield Launch,Awareness Campaign,Government Agency,Basic,73,699,11,0.57,0,0,0,0,0,0.0,2010,1.8,Pending,611,400,1,16542.94
254956,U254956,S713835,2026-04-03 09:01:59,2026-04-03,Mozambique,Beira,Tablet,Chrome,Digital Infrastructure Prototyping,Product Inquiry,Email Campaign,AI Assistant Webinar,Referral Campaign,Large Enterprise,Enterprise,52,690,10,0.74,0,0,0,0,0,0.0,1540,3.5,Pending,671,200,0,17153.67
102613,U102613,S378249,2026-05-04 13:56:31,2026-05-04,Zambia,Ndola,Tablet,Edge,Automated Risk Assessment,Technical Support,Referral,SME Security Awareness,Webinar,SME,Free Trial,29,298,7,0.7,0,0,0,0,0,0.0,930,3.8,Not Applicable,1169,200,0,8895.54
58427,U058427,S853760,2026-04-02 03:41:13,2026-04-02,Mozambique,Beira,Desktop,Safari,Real-Time Threat Monitoring,Schedule Demo,Referral,Threat Monitoring Promo,Search Ads,Financial Institution,Free Trial,37,719,3,0.42,1,0,0,0,0,0.0,890,3.2,Not Applicable,290,200,0,15925.93
98039,U098039,S586998,2026-01-12 21:56:59,2026-01-12,South Africa,Durban,Tablet,Firefox,Real-Time Threat Monitoring,Technical Support,Email Campaign,Banking Cyber Resilience,Referral Campaign,Technology Partner,Basic,59,434,12,0.58,0,0,0,0,0,0.0,1780,3.5,Renewed,438,200,0,12370.55
189243,U189243,S232685,2026-04-02 04:47:48,2026-04-02,Kenya,Nairobi,Laptop,Chrome,Digital Infrastructure Prototyping,Pricing Request,Google Ads,Banking Cyber Resilience,Social Media,Government Agency,Enterprise,45,734,1,0.38,1,0,0,0,0,0.0,950,4.3,Renewed,1124,200,0,16971.41
340995,U340995,S420768,2026-01-02 11:34:13,2026-01-02,Botswana,Gaborone,Laptop,Safari,Automated Risk Assessment,Pricing Request,Organic Search,Banking Cyber Resilience,Social Media,Large Enterprise,Free Trial,63,577,2,0.11,0,0,0,0,0,0.0,1360,2.7,Not Applicable,839,403,1,12224.37
140502,U140502,S491367,2026-02-13 23:08:59,2026-02-13,Rwanda,Kigali,Laptop,Firefox,Digital Infrastructure Prototyping,Schedule Demo,Direct,SME Security Awareness,Email Campaign,Government Agency,Professional,99,319,8,0.3,1,0,0,1,20146,10452.66,22526,4.5,Not Applicable,281,404,1,17285.7
341099,U341099,S674937,2026-01-07 11:34:34,2026-01-07,Botswana,Palapye,Mobile,Firefox,Digital Infrastructure Prototyping,Technical Support,LinkedIn Ads,AI Assistant Webinar,Awareness Campaign,Large Enterprise,Basic,52,760,5,0.39,0,0,1,0,0,0.0,1290,1.7,At Risk,633,200,0,15532.64
157132,U157132,S797549,2026-03-23 14:47:52,2026-03-23,Mozambique,Beira,Laptop,Edge,Predictive System Maintenance,AI Assistant Query,Direct,CyberShield Launch,Email Campaign,Large Enterprise,Enterprise,95,822,7,0.43,0,0,1,0,0,0.0,2250,3.4,Not Applicable,384,400,1,19795.76
95007,U095007,S431473,2026-01-15 02:13:51,2026-01-15,Nigeria,Lagos,Laptop,Firefox,AI Cyber Assistant,Pricing Request,Organic Search,Threat Monitoring Promo,Referral Campaign,SME,Enterprise,46,45,10,0.29,0,0,0,1,7633,3438.69,9053,2.7,At Risk,784,200,0,8810.44
200787,U200787,S187760,2026-03-28 11:31:14,2026-03-28,Kenya,Mombasa,Desktop,Firefox,AI Cyber Assistant,Schedule Demo,Organic Search,SME Security Awareness,Referral Campaign,Large Enterprise,Basic,94,787,4,0.36,1,0,0,0,0,0.0,2080,4.5,Not Applicable,609,500,1,7648.46
189868,U189868,S319967,2026-03-21 13:10:43,2026-03-21,Namibia,Windhoek,Mobile,Safari,Automated Risk Assessment,Event Registration,LinkedIn Ads,Threat Monitoring Promo,Social Media,Technology Partner,Basic,99,767,5,0.41,0,1,0,0,0,0.0,2230,2.6,Pending,940,500,1,11422.83
81035,U081035,S254202,2026-03-27 18:38:04,2026-03-27,Zimbabwe,Bulawayo,Desktop,Edge,Real-Time Threat Monitoring,Schedule Demo,Referral,Banking Cyber Resilience,Search Ads,Government Agency,Enterprise,62,659,8,0.74,1,0,1,0,0,0.0,1640,4.2,Pending,595,200,0,14504.87
408967,U408967,S624585,2026-04-21 12:52:13,2026-04-21,Ghana,Kumasi,Mobile,Chrome,Automated Risk Assessment,Schedule Demo,Direct,AI Assistant Webinar,Search Ads,Technology Partner,Enterprise,43,331,7,0.47,1,0,0,0,0,0.0,1210,3.0,Pending,921,200,0,12438.82
152688,U152688,S900533,2026-02-15 03:18:02,2026-02-15,Kenya,Nairobi,Desktop,Chrome,Real-Time Threat Monitoring,Product Inquiry,Email Campaign,Government Digital Safety,Referral Campaign,Government Agency,Enterprise,22,584,1,0.68,0,0,0,0,0,0.0,490,3.2,At Risk,319,200,0,15601.55
389397,U389397,S199902,2026-01-02 11:05:35,2026-01-02,Zimbabwe,Harare,Laptop,Edge,Digital Infrastructure Prototyping,Pricing Request,Referral,SME Security Awareness,Search Ads,SME,Professional,41,663,14,0.26,1,0,1,0,0,0.0,1520,3.6,Not Applicable,844,200,0,15959.93
480851,U480851,S621205,2026-02-16 01:58:46,2026-02-16,Zimbabwe,Bulawayo,Laptop,Safari,Digital Infrastructure Prototyping,Schedule Demo,Email Campaign,Government Digital Safety,Search Ads,Financial Institution,Professional,50,815,8,0.15,1,0,1,0,0,0.0,1400,2.0,Pending,825,200,0,15962.42
239375,U239375,S794236,2026-05-15 18:11:02,2026-05-15,Botswana,Maun,Desktop,Chrome,Predictive System Maintenance,Product Inquiry,Organic Search,Banking Cyber Resilience,Email Campaign,Technology Partner,Free Trial,73,426,11,0.59,0,0,0,0,0,0.0,2010,2.0,Not Applicable,803,403,1,12052.11
446310,U446310,S199634,2026-01-12 11:38:31,2026-01-12,Zimbabwe,Bulawayo,Mobile,Edge,Predictive System Maintenance,Event Registration,Email Campaign,Threat Monitoring Promo,Webinar,Financial Institution,Professional,28,891,3,0.56,0,1,0,0,0,0.0,710,3.9,Not Applicable,427,200,0,13736.95
447896,U447896,S735886,2026-02-05 21:24:16,2026-02-05,Mozambique,Maputo,Tablet,Firefox,Digital Infrastructure Prototyping,Schedule Demo,LinkedIn Ads,Threat Monitoring Promo,Social Media,Large Enterprise,Enterprise,65,726,13,0.79,1,1,0,0,0,0.0,1950,4.5,Pending,911,404,1,18999.7
23791,U023791,S353937,2026-04-20 17:57:49,2026-04-20,Nigeria,Abuja,Mobile,Safari,Automated Risk Assessment,Pricing Request,Google Ads,CyberShield Launch,Referral Campaign,Financial Institution,Basic,70,396,1,0.16,1,0,0,0,0,0.0,1450,3.5,At Risk,1167,404,1,8790.54
260472,U260472,S367515,2026-01-07 17:22:39,2026-01-07,Rwanda,Kigali,Laptop,Edge,AI Cyber Assistant,AI Assistant Query,Facebook,Government Digital Safety,Referral Campaign,Government Agency,Free Trial,52,619,7,0.21,0,0,1,0,0,0.0,1390,4.4,Not Applicable,743,301,1,5670.37
331701,U331701,S204955,2026-04-27 04:57:10,2026-04-27,Ghana,Kumasi,Laptop,Safari,Real-Time Threat Monitoring,Product Inquiry,Direct,Banking Cyber Resilience,Email Campaign,Government Agency,Basic,70,800,3,0.09,1,0,0,0,0,0.0,1550,3.4,Renewed,183,400,1,16070.43
165407,U165407,S509765,2026-02-01 06:16:05,2026-02-01,Nigeria,Lagos,Laptop,Edge,Predictive System Maintenance,Product Inquiry,LinkedIn Ads,AI Assistant Webinar,Search Ads,Government Agency,Enterprise,55,518,4,0.26,0,0,0,0,0,0.0,1300,2.0,Pending,392,200,0,16238.12
180175,U180175,S225926,2026-03-29 01:15:28,2026-03-29,Ghana,Accra,Desktop,Safari,AI Cyber Assistant,AI Assistant Query,Referral,CyberShield Launch,Referral Campaign,Technology Partner,Professional,87,346,4,0.75,0,0,1,1,7331,3824.14,9271,4.6,Not Applicable,763,200,0,5933.9
258828,U258828,S116432,2026-03-10 11:11:42,2026-03-10,Mozambique,Maputo,Mobile,Firefox,Digital Infrastructure Prototyping,Event Registration,Referral,AI Assistant Webinar,Referral Campaign,Large Enterprise,Professional,98,402,2,0.72,0,1,0,0,0,0.0,2060,2.0,Pending,534,200,0,20307.9
130919,U130919,S293723,2026-01-20 17:21:50,2026-01-20,Mozambique,Maputo,Desktop,Safari,Real-Time Threat Monitoring,Event Registration,Referral,Banking Cyber Resilience,Search Ads,Large Enterprise,Enterprise,48,335,13,0.53,0,1,0,0,0,0.0,1610,3.9,Renewed,542,200,0,14157.21
199631,U199631,S839019,2026-04-11 06:19:32,2026-04-11,Kenya,Nairobi,Tablet,Chrome,Automated Risk Assessment,Event Registration,Direct,Government Digital Safety,Search Ads,Technology Partner,Professional,21,162,4,0.45,0,1,0,0,0,0.0,620,2.4,Pending,453,400,1,12018.8
466079,U466079,S288155,2026-04-15 05:33:29,2026-04-15,Mozambique,Beira,Mobile,Firefox,Automated Risk Assessment,Pricing Request,LinkedIn Ads,Government Digital Safety,Awareness Campaign,Large Enterprise,Enterprise,43,246,9,0.15,1,0,0,0,0,0.0,1310,2.3,Not Applicable,344,404,1,8657.16
35744,U035744,S996912,2026-04-21 12:36:19,2026-04-21,Namibia,Windhoek,Tablet,Edge,Real-Time Threat Monitoring,AI Assistant Query,Email Campaign,Government Digital Safety,Email Campaign,Government Agency,Professional,56,791,13,0.25,0,0,1,0,0,0.0,1770,2.3,Renewed,717,200,0,11188.38
193727,U193727,S463162,2026-03-31 12:14:29,2026-03-31,Namibia,Windhoek,Desktop,Firefox,Digital Infrastructure Prototyping,Technical Support,Google Ads,CyberShield Launch,Awareness Campaign,Financial Institution,Professional,92,659,8,0.78,0,0,0,0,0,0.0,2240,4.4,Renewed,638,403,1,23465.32
448989,U448989,S284725,2026-05-10 14:33:36,2026-05-10,Mozambique,Maputo,Mobile,Edge,Automated Risk Assessment,Event Registration,Organic Search,Threat Monitoring Promo,Awareness Campaign,SME,Free Trial,58,569,3,0.08,0,1,0,0,0,0.0,1310,2.7,Not Applicable,1278,403,1,7769.43
492192,U492192,S145805,2026-03-17 08:59:54,2026-03-17,Rwanda,Kigali,Mobile,Safari,Digital Infrastructure Prototyping,Technical Support,Referral,SME Security Awareness,Webinar,Large Enterprise,Basic,72,824,14,0.28,0,0,0,0,0,0.0,2140,3.8,Not Applicable,830,200,0,20415.09
261621,U261621,S465564,2026-01-10 17:10:55,2026-01-10,Nigeria,Lagos,Desktop,Edge,Real-Time Threat Monitoring,AI Assistant Query,Direct,Banking Cyber Resilience,Email Campaign,Technology Partner,Basic,48,128,2,0.44,0,1,1,0,0,0.0,1060,3.7,Renewed,453,200,0,11216.39
346277,U346277,S949979,2026-01-07 11:57:15,2026-01-07,South Africa,Durban,Tablet,Safari,Predictive System Maintenance,Event Registration,Google Ads,SME Security Awareness,Webinar,Technology Partner,Enterprise,98,821,6,0.41,0,1,0,0,0,0.0,2260,3.4,Renewed,813,200,0,12409.31
488902,U488902,S378134,2026-01-07 23:17:20,2026-01-07,Zimbabwe,Bulawayo,Desktop,Chrome,Predictive System Maintenance,Event Registration,Email Campaign,Government Digital Safety,Webinar,Financial Institution,Free Trial,72,756,4,0.17,0,1,0,0,0,0.0,1640,2.0,Not Applicable,578,200,0,14307.69
58586,U058586,S981198,2026-05-12 19:30:09,2026-05-12,Zambia,Lusaka,Laptop,Chrome,Real-Time Threat Monitoring,Technical Support,Organic Search,SME Security Awareness,Email Campaign,Financial Institution,Enterprise,43,141,13,0.51,0,0,0,0,0,0.0,1510,3.7,Not Applicable,871,403,1,10313.66
256047,U256047,S977612,2026-02-20 19:44:55,2026-02-20,Ghana,Accra,Desktop,Firefox,Automated Risk Assessment,AI Assistant Query,Google Ads,CyberShield Launch,Email Campaign,Government Agency,Enterprise,87,845,12,0.84,0,0,1,0,0,0.0,2340,4.1,Not Applicable,647,200,0,10018.5
97458,U097458,S375611,2026-03-09 20:04:06,2026-03-09,Zimbabwe,Bulawayo,Tablet,Safari,Digital Infrastructure Prototyping,Pricing Request,Facebook,Banking Cyber Resilience,Webinar,Financial Institution,Free Trial,53,728,4,0.36,0,0,0,0,0,0.0,1260,1.9,Not Applicable,563,200,0,22754.58
250772,U250772,S327665,2026-04-22 22:09:02,2026-04-22,Kenya,Nairobi,Mobile,Edge,Automated Risk Assessment,Pricing Request,Google Ads,AI Assistant Webinar,Search Ads,Large Enterprise,Enterprise,55,197,9,0.21,0,0,0,0,0,0.0,1550,3.9,Renewed,486,400,1,12158.69
100335,U100335,S147373,2026-03-30 00:37:16,2026-03-30,South Africa,Durban,Laptop,Edge,AI Cyber Assistant,Schedule Demo,Google Ads,Banking Cyber Resilience,Referral Campaign,Financial Institution,Enterprise,85,855,2,0.78,1,0,0,0,0,0.0,1800,4.4,Renewed,652,200,0,8769.43
252179,U252179,S853946,2026-01-05 06:15:42,2026-01-05,Nigeria,Lagos,Laptop,Safari,AI Cyber Assistant,AI Assistant Query,LinkedIn Ads,Government Digital Safety,Webinar,Financial Institution,Basic,29,890,6,0.19,0,0,1,0,0,0.0,880,2.3,Not Applicable,251,200,0,7179.27
94700,U094700,S539852,2026-04-19 20:32:31,2026-04-19,Zambia,Ndola,Desktop,Chrome,Digital Infrastructure Prototyping,Product Inquiry,Google Ads,Government Digital Safety,Referral Campaign,Technology Partner,Basic,87,820,5,0.62,0,0,0,0,0,0.0,1990,2.1,Renewed,829,200,0,22946.85
258895,U258895,S418983,2026-05-14 11:53:56,2026-05-14,Botswana,Maun,Desktop,Edge,Digital Infrastructure Prototyping,AI Assistant Query,Direct,Threat Monitoring Promo,Social Media,Technology Partner,Professional,74,764,5,0.6,0,0,1,0,0,0.0,1730,2.0,Renewed,570,404,1,17652.91
370543,U370543,S225888,2026-01-24 14:17:59,2026-01-24,South Africa,Pretoria,Desktop,Firefox,Automated Risk Assessment,Pricing Request,Referral,SME Security Awareness,Referral Campaign,Large Enterprise,Basic,62,45,3,0.79,1,1,0,0,0,0.0,1390,1.7,Not Applicable,760,500,1,8262.51
155354,U155354,S493808,2026-04-23 18:46:28,2026-04-23,Rwanda,Kigali,Desktop,Edge,AI Cyber Assistant,Technical Support,Email Campaign,CyberShield Launch,Email Campaign,Financial Institution,Basic,46,339,14,0.12,0,1,0,0,0,0.0,1620,4.3,Pending,468,403,1,5559.58
45425,U045425,S195414,2026-01-28 15:47:22,2026-01-28,Mozambique,Maputo,Mobile,Firefox,Digital Infrastructure Prototyping,Schedule Demo,Google Ads,SME Security Awareness,Email Campaign,SME,Basic,81,132,8,0.81,1,0,0,0,0,0.0,2020,2.6,Pending,153,200,0,19005.88
49196,U049196,S392644,2026-04-24 21:50:26,2026-04-24,Nigeria,Abuja,Mobile,Firefox,Digital Infrastructure Prototyping,Pricing Request,Referral,CyberShield Launch,Referral Campaign,Financial Institution,Professional,83,232,14,0.15,0,0,0,0,0,0.0,2360,3.5,At Risk,857,200,0,15934.64
77605,U077605,S310714,2026-05-08 08:28:45,2026-05-08,South Africa,Pretoria,Tablet,Chrome,Automated Risk Assessment,Product Inquiry,Direct,Government Digital Safety,Search Ads,Large Enterprise,Enterprise,81,881,11,0.69,0,0,0,0,0,0.0,2170,4.1,Pending,918,200,0,10393.93
254016,U254016,S115120,2026-02-17 07:20:28,2026-02-17,Zimbabwe,Bulawayo,Mobile,Edge,AI Cyber Assistant,Product Inquiry,Direct,CyberShield Launch,Social Media,SME,Free Trial,35,513,5,0.82,1,0,0,0,0,0.0,950,4.0,Not Applicable,423,500,1,5304.82
469339,U469339,S235549,2026-01-16 20:07:07,2026-01-16,Mozambique,Beira,Laptop,Safari,Digital Infrastructure Prototyping,Event Registration,Email Campaign,Banking Cyber Resilience,Social Media,Technology Partner,Professional,66,357,3,0.84,0,1,0,0,0,0.0,1470,3.3,Renewed,837,301,1,17135.68
455559,U455559,S495237,2026-05-10 16:22:31,2026-05-10,Nigeria,Abuja,Desktop,Firefox,Automated Risk Assessment,Technical Support,Direct,SME Security Awareness,Referral Campaign,Government Agency,Professional,29,145,1,0.23,1,0,0,0,0,0.0,630,1.5,At Risk,920,200,0,7809.57
155767,U155767,S666047,2026-05-05 01:48:33,2026-05-05,Nigeria,Lagos,Laptop,Edge,Automated Risk Assessment,Pricing Request,Referral,Government Digital Safety,Email Campaign,Financial Institution,Free Trial,36,517,9,0.33,0,0,0,0,0,0.0,1170,2.7,Not Applicable,264,200,0,8755.31
245052,U245052,S305980,2026-03-19 16:45:51,2026-03-19,Nigeria,Lagos,Tablet,Chrome,Real-Time Threat Monitoring,AI Assistant Query,Organic Search,Government Digital Safety,Webinar,Government Agency,Enterprise,26,71,14,0.05,0,0,1,1,14908,7559.82,16128,3.7,Pending,746,200,0,14776.18
